Company name,Email,E-Mail-Typ,Phone,URL 1,Address,Stadt,Bundesland
advita Pflegedienst GmbH Niederlassung Schwäbisch Hall SGB V,,,,,"Wirtsgasse 1, 74523 Schwäbisch Hall",Schwäbisch Hall,Baden-Württemberg
advita Pflegedienst GmbH Niederlassung Schwäbisch Hall SGB XI,,,,,"Wirtsgasse 1, 74523 Schwäbisch Hall",Schwäbisch Hall,Baden-Württemberg
advita Pflegedienst GmbH Niederlassung Suhl,suhl@advita.de,Persönlich,03681 803837,,"Rimbachstraße 51, 98527 Suhl",Suhl,Thüringen
advita Pflegedienst GmbH Niederlassung Weimar,weimar@advita.de,Persönlich,03643 8148431,,"Marcel-Paul-Straße 50, 99427 Weimar",Weimar,Thüringen
advita Pflegedienst GmbH  Niederlassung Weinböhla,a.maiwald@advita.de,Persönlich,035243 169833,,"Dresdner Straße 93, 01689 Weinböhla",Weinböhla,Sachsen
"advita Pflegedienst GmbH
Niederlassung Wernigerode",,,,,"Gustav-Petri-Str. 14, 38855 Wernigerode",Wernigerode,Sachsen-Anhalt
advita Pflegedienst GmbH  Niederlassung Zschopau,zschopau@advita.de,Persönlich,03725 20769,,"Moritz-Nietzel-Straße 12, 09405 Zschopau",Zschopau,Sachsen
advita Pflegedienst GmbH  Niederlassung Zwickau,zwickau@advita.de,Persönlich,0375 787157,,"Stenner Straße 43, 08064 Zwickau",Zwickau,Sachsen
advita Pflegedienst Intensivpflegezentrum Bamberg,ipz-bamberg@advita.de,Persönlich,0951 70059867,,"Minna-Neuburger-Str. 1 , 96050 Bamberg",Bamberg,Bayern
advita Pflegedienst Niederlassung Berlin-Köpenick,berlin-koepenick@advita.de,Persönlich,030 58841845,,"Mahlsdorfer Str. 9 - 11, 12555 Berlin",Berlin,Berlin
ADVOCO Goedecke GmbH - Ambulanter Krankenpflegedienst,info@advoco-pflege.de,Sammelpostfach,05105 5840944,http://www.advoco-pflege.de,"Wilhelm-Heß-Straße 19 a, 30890 Barsinghausen",Barsinghausen,Niedersachsen
Advoco Pflegedienst Berlin,info.advoco_berlin@gmx.de,Sammelpostfach,030 30307953,http://www.advoco-pflegedienst.de,"Königin-Elisabeth-Str. 55, 14059 Berlin",Berlin,Berlin
Advoco Pflegedienst GmbH,info@advoco-pflegedienst.de,Sammelpostfach,0331 5880443,http://www.advoco-pflegedienst.de,"Gutenbergstr. 12, 14467 Potsdam",Potsdam,Brandenburg
Aedes GmbH ambulanter Pflegedienst,,,069 40767245,,"Hügelstr. 70, 60433 Frankfurt",Frankfurt,Hessen
AEH - Ambulante Evangelische Haus- und Heimpflege,AEH@Evang.Hilfsverein.de,Persönlich,0511 625030,,"Podbielskistraße 132, 30177 Hannover",Hannover,Niedersachsen
Älpida Intensivpflege GmbH Christof Janetta,info@aelpida-pflege.de,Sammelpostfach,02297 9090606,,"Siegener Str. 40, 51580 Reichshof",Reichshof,Nordrhein-Westfalen
Älter aber Aktiv mobil,info@aelter-aber-aktiv.de,Sammelpostfach,04133 222630,http://www.aelter-aber-aktiv.de,"Schulweg 6, 21447 Handorf",Handorf,Schleswig-Holstein
Ämuna GmbH,info@aemuna.de,Sammelpostfach,030 36407050,http://www.aemuna.de,"Kaiser-Friedrich-Str. 3 a, 10585 Berlin",Berlin,Berlin
AE-Pflegedienst GmbH & Co. KG,,,02861 91431,,"Ahauser Str. 2a, 46325 Borken",Borken,Nordrhein-Westfalen
Aero Pflegedienst GmbH,info@aero-pflegedienst.de,Sammelpostfach,01523 1737969,http://www.aero-pflegedienst.de,"Jahnstraße 17-19, 59192 Bergkamen",Bergkamen,Nordrhein-Westfalen
aeroport GmbH,info@aeroport.de,Sammelpostfach,0511 1659010,,"Tiestestraße 16 - 18, 30171 Hannover",Hannover,Niedersachsen
Ärztliche Krankenpflege Süderelbe O. Panny,info@pflegedienst-panny.de,Sammelpostfach,040 7963500,,"Cuxhavener Str. 170, 21149 Hamburg",Hamburg,Hamburg
Aesculap Pflegedienst GmbH,aesculap-pflegedienst-gmbH@web.de,Persönlich,0211 7100129,,"Marbacher Str. 107, 40597 Düsseldorf",Düsseldorf,Nordrhein-Westfalen
"Äskulap Pflegedienst GmbH & Co KG
Kirsten Gedicke",,,0345 29984855,,"Hemingwaystr. 19, 06126 Halle",Halle,Sachsen-Anhalt
Äskulap Zwickau Pflegedienst,info@aeskulap-zwickau.de,Sammelpostfach,0375 2000050,,"Pestalozzistraße 4, 08062 Zwickau",Zwickau,Sachsen
AETAS GmbH Alten-und Krankenpflegedienst,info@aetas-pflegedienst.de,Sammelpostfach,02407 917127,,"Kaiserstr. 96, 52134 Herzogenrath",Herzogenrath,Nordrhein-Westfalen
Aeternus Außerklinische  Intensivpflege GmbH,aeternus.gmbh@web.de,Persönlich,08102 9949465,,"Lise-Meitner-Straße 7 , 85662 Hohenbrunn",Hohenbrunn,Bayern
AEW Ambulant GmbH,,,,,"Karl-Marbach-Str. 25, 74080 Heilbronn",Heilbronn,Baden-Württemberg
AFIFA ambulanter Pflegedienst,,,069 71432030,,"Frankenallee 222, 60326 Frankfurt",Frankfurt,Hessen
AFIM Ambulante Fach- und  Intensivpflege Memmingen GmbH,info@afim-gmbh.de,Sammelpostfach,08331 9857310,http://www.afim-gmbh.de,"Edisonallee 15 , 89231 Neu-Ulm",Neu-Ulm,Bayern
AFINA Pflegedienst GmbH,afina.pflegedienst@gmail.com,Persönlich,030 30103059,http://www.afina.pflegedienst.com,"Dernburgstr. 59, 14057 Berlin",Berlin,Berlin
Afiyah Care ambulanter Pflegedienst GmbH,,,040 73677095,,"Merkenstraße 41, 22117 Hamburg",Hamburg,Hamburg
Africare Pflegedienst (ACPD),info@africare24.com,Sammelpostfach,0173 9043029,,"Kolitzheimer Str. 2 , 97509 Kolitzheim",Kolitzheim,Bayern
AFRODITA GmbH Ambulanter Pflegedienst,,,,,"Boelckestr. 176, 55252 Mainz-Kastel",Mainz-Kastel,Rheinland-Pfalz
AGAPE Ambulanter Pflegedienst GmbH,,,,,"Niederurseler Landstr. 160, 60439 Frankfurt",Frankfurt,Hessen
AGAPEO,info@agapeo.de,Sammelpostfach,0921 16496880,,"Munckerstr. 12a , 95444 Bayreuth",Bayreuth,Bayern
AGAPE Pflegedienst GmbH   Ambulanter Pflegedienst,,,07231 472482,,"Adam-Opel-Str. 9, 75217 Birkenfeld",Birkenfeld,Baden-Württemberg
AGAPE Pflegeteam,agape-pflegeteam@gmx.de,Persönlich,02944 4339796,,"Vor der Schlepphorst 11, 33397 Rietberg",Rietberg,Nordrhein-Westfalen
Agape Pflegeteam Emma Lust,,,0611 24094565,,"Adelheidstr. 44, 65185 Wiesbaden",Wiesbaden,Hessen
AGAPLESION BETHANIEN DIAKONIE RHEIN-NECKAR gGmbH AGAPLESION DIAKONIESTATION KRAICHTAL,,,06221 3191601,,"Rathausstr. 23, 76703 Kraichtal",Kraichtal,Rheinland-Pfalz
AGAPLESION DIAKONIE SOZIALSTATION Bad Pyrmont,info@altenhilfe-pyrmont.de,Sammelpostfach,05281 960864,http://www.altenhilfe-pyrmont.de,"Lortzingstraße 22, 31812 Bad Pyrmont",Bad Pyrmont,Niedersachsen
AGAPLESION DIAKONIE SOZIALSTATION BEVERN,dsbevern@diakonie-weserbergland.de,Persönlich,05531 8908,http://www.diakonie-weserbergland.de,"Holzmindener Straße 12, 37639 Bevern",Bevern,Niedersachsen
AGAPLESION DIAKONIE SOZIALSTATION BODENWERDER,dsbodenwerder@diakonie-weserbergland.de,Persönlich,05533 973333,http://www.diakonie-weserbergland.de/,"Hamelner Straße 3, 37619 Bodenwerder",Bodenwerder,Niedersachsen
AGAPLESION ELISABETHENSTIFT gGmbH Diakoniestation,,,06151 1595022,,"Landgraf-Georg-Str. 100, 64287 Darmstadt",Darmstadt,Hessen
AGAPLESION Pflegezentrum Rotenburg,S.Mann@diako-online.de,Persönlich,04261 772277,,"Wallbergstraße 8, 27356 Rotenburg (Wümme)",Rotenburg (Wümme),Niedersachsen
agas Pflege GmbH,kontakt@agas-pflege.de,Sammelpostfach,040 33484220,https://agas-pflege.de,"Humboldtstraße 25a, 21509 Glinde",Glinde,Schleswig-Holstein
Agat Ambulanter Pflegedienst,agat.pflegedienst@yahoo.com,Persönlich,0821 40822276,,"Fröbelstr. 25 , 86157 Augsburg",Augsburg,Bayern
AGEA Pflegedienste GmbH,buero@pflegedienst-agea.de,Sammelpostfach,030 61204946,http://www.agea-pflegedienst.de,"Späthstr. 9, 12359 Berlin",Berlin,Berlin
agea Pflege- und Betreuungsdienst Schwester Christiane GmbH,killermann@schwester-christiane.de,Persönlich,030 65661942,http://www.schwester-christiane.de,"Alt Köpenick 34, 12555 Berlin",Berlin,Berlin
agere Mobile Fachpflege Berlin Elena Schutz,kontakt@agere-pflegedienst.de,Sammelpostfach,030 52135145,http://www.agere-pflegedienst.de,"Agricolastr. 28, 10555 Berlin",Berlin,Berlin
Agesto ambulante Pflege,,,07244 9389352,,"Helmholtzstr. 8, 76297 Stutensee",Stutensee,Baden-Württemberg
AGIL CURA GmbH Betreuung und Pflegedienst,,,,,"Am Rangierbahnhof 5, 67661 Kaiserslautern",Kaiserslautern,Rheinland-Pfalz
agil-Pflegedienst Markus Putz,,,06233 220942,,"Pierstr. 5 b , 67227 Frankenthal",Frankenthal,Rheinland-Pfalz
"Agkatzanian und Melesinschi GbR Ambulanter Pflegedienst ""Grand-Family """,,,,,"Friedberger Str. 116 - 118, 61118 Bad Vilbel",Bad Vilbel,Hessen
Agnes - ambulanter Pflegedienst,s.hauke@agnes-freiberg.de,Persönlich,03731 7749411,,"Waisenhausstraße 9, 09599 Freiberg",Freiberg,Sachsen
Agnes Pflege GmbH,i.grosse@agnes-pflege.de,Persönlich,03843 7289289,http://www.agnes-pflege.de,"Heideweg 45, 18273 Güstrow",Güstrow,Mecklenburg-Vorpommern
AGNUS Pflegedienst GmbH ambulante Intensivpflege,info@agnus-pflegedienst.de,Sammelpostfach,0841 90251790,,"Levelingstraße 1 , 85049 Ingolstadt",Ingolstadt,Bayern
AGP GmbH,info@agp.com.de,Sammelpostfach,0211 91185591,,"Am Püttkamp 15, 40629 Düsseldorf",Düsseldorf,Nordrhein-Westfalen
AGRAM GmbH Ambulante Krankenpflege,agram.muenchen@gmail.com,Persönlich,089 47077301,http://www.agram-muenchen.de,"Brahmsstr. 32 , 81677 München",München,Bayern
AGS Pflegedienst GmbH,tueney@ags-pflege.de,Persönlich,02521 28101,,"Bachstr. 36, 59227 Ahlen",Ahlen,Nordrhein-Westfalen
AGV Intensiv GmbH & Co.KG,info@agv-intensiv.de,Sammelpostfach,0361 74424064,,"Urbicher Kreuz 30, 99099 Erfurt",Erfurt,Thüringen
aha - Ambulante Hauspflege Allershausen,info@aha-allershausen.de,Sammelpostfach,08166 3582,http://www.aha-allershausen.de,"Breimannweg 21 , 85391 Allershausen",Allershausen,Bayern
aha Krankenpflege GmbH,zentral@aha-chemnitz.de,Persönlich,0371 3899730,,"Hauboldstraße 39, 09111 Chemnitz",Chemnitz,Sachsen
aha! Pflegedienst ambulante Hilfe im Alltag,kerstin.schmid@aha-pflegedienst.de,Persönlich,09189 4146455,http://www.aha-pflegedienst.de,"Winkelstraße 20 , 92348 Berg b.Neumarkt i.d.OPf.",Berg b.Neumarkt i.d.OPf.,Bayern
A.H.B. Amb. Hausbetreuung E. Reinholtz GmbH,info@ahbhamburg.de,Sammelpostfach,040 46070201,,"Geschwister-Scholl-Str. 67, 20251 Hamburg",Hamburg,Hamburg
AHB Ambulanter Hauspflegeverbund Bremen,info@ahb-bremen.de,Sammelpostfach,0421 43685990,,"Am Oslebshauser Bahnhof 13, 28239 Bremen",Bremen,Bremen
AHB Ambulanter Hauspflegeverbund Bremen GmbH & Co. KG,info@ahb-bremen.com,Sammelpostfach,0421 436853,,"Vahrer Str. 271/273, 28329 Bremen",Bremen,Bremen
A.H.B. Ambulanter Pflegedienst für Krempe und Umgebung,rothe-glueckstadt@t-online.de,Persönlich,04824 1208,http://www.ahb-ambulantepflege.de,"Breite Str. 62, 25361 Krempe",Krempe,Schleswig-Holstein
AHD Ambulanter Hauspflege Dienst GmbH  Ole Bernatzki,info@ahd-jesteburg.de,Sammelpostfach,04183 2070,http://www.ahd-jesteburg.de,"Allerbeekskehre 1, 21266 Jesteburg",Jesteburg,Schleswig-Holstein
AHDO Ambulanter Hauspflegedienst Ochs GmbH Ambulante Pflegeeinrichtung,,,05671 920245,,"Bahnhofstr. 10, 34369 Hofgeismar",Hofgeismar,Hessen
A&H Gesundheitspflege Bochum GmbH,dieridi77@gmail.com,Persönlich,0174 3988545,,"Altenbochumerstr. 5, 44803 Bochum",Bochum,Nordrhein-Westfalen
AHK Ambl. Häusl. Krankenpflege Viola Kosmala Claudia Trust,pflegeahk@web.de,Persönlich,0202 6080970,,"Löhrerlen 38, 42279 Wuppertal",Wuppertal,Nordrhein-Westfalen
AHK Herbert von Berg,h.von.berg@online.de,Persönlich,02451 941940,,"Römerstr. 4, 52511 Geilenkirchen",Geilenkirchen,Nordrhein-Westfalen
AHK Pflegedienst,info@ahk-pflege-service.de,Sammelpostfach,02405 86565,,"Bardenberger Str. 106, 52146 Würselen",Würselen,Nordrhein-Westfalen
AHK Pflegeteam GmbH,info@ahk-pflegeteam.de,Sammelpostfach,030 832111800,http://www.ahk-pflegeteam.de,"Blücherstr. 35, 10961 Berlin",Berlin,Berlin
Ahmad Al Taleb Ambulante Pflegedienste,homs-pflegedienst@web.de,Persönlich,030 47487130,,"Britzer Damm 201, 12347 Berlin",Berlin,Berlin
Ahma & Zwarycz GbR Albertina 24h Ambulanter Pflegedienst,,,069 95408610,,"Haardtwaldplatz 7, 60528 Frankfurt",Frankfurt,Hessen
AHP GmbH Ambulanter Humanitärer Pflegedienst,pdl.ahp@gmail.com,Persönlich,07231 424943,http://www.ah-pflegedienst.de,"Westliche Karl-Friedrich-Str. 130, 75172 Pforzheim",Pforzheim,Baden-Württemberg
AHP - kultursensibler Pflegedienst Nadia Qani GmbH,,,069 592230,,"Eckenheimer Landstr. 52, 60318 Frankfurt",Frankfurt,Hessen
Ahrtal-Residenz Ambulante Pflege,info@ahrtal-residenz.de,Sammelpostfach,02641 / 75 20,https://www.ahrtal-residenz.de/,"Willibrordusstr. 5, 53474 Bad Neuenahr-Ahrweiler",Bad Neuenahr-Ahrweiler,Nordrhein-Westfalen
Ahura Pflegezentrum Hamburg GmbH & Co.KG,,,040 323187801,,"Rahlstedter Bahnhofstr. 22, 22143 Hamburg",Hamburg,Hamburg
AIB-Ambulante und Intensivpflege Barnim GmbH,info@aib-intensivpflege.de,Sammelpostfach,03334 8193210,http://www.aib-intensivpflege.de,"Eberswalder Str. 122, 16227 Eberswalde",Eberswalde,Brandenburg
A.I.B.-Wohngruppen GmbH,ai-bayern@ai-bayern.de,Persönlich,09441 1746215,http://www.ai-bayern.de,"Fliederstr. 18 , 93342 Saal",Saal,Bayern
AI Cottbuser Hauskrankenpflege e.K.,info@cottbuserhauskrankenpflege.de,Sammelpostfach,0355 24145,,"An der Priormühle 15, 03050 Cottbus",Cottbus,Brandenburg
A.I.D. Ambulante Intensivpflege und  Dienstleistungs- GmbH,info@aid-gmbh.com,Sammelpostfach,03681 4123446,,"Bahnhofstraße 2 B, 98634 Wasungen",Wasungen,Thüringen
AiDERA Ambulanter Pflegedienst,info@aidera.de,Sammelpostfach,08821 9671081,http://www.aidera.de,"Rathausplatz 2 , 82467 Garmisch-Partenkirchen",Garmisch-Partenkirchen,Bayern
aidura GmbH,info@pflegedienst-herzundhand.de,Sammelpostfach,02162 8175939,,"Industriering 50, 41751 Viersen",Viersen,Nordrhein-Westfalen
AIF Braunfels GmbH Ambulante Intensivpflege,,,06442 938000,,"Hecksbergstr. 29, 35619 Braunfels",Braunfels,Hessen
AIF Marburg GmbH Ambulanter Pflegedienst,,,06421 4909240,,"Georg-Elser-Str. 17, 35037 Marburg",Marburg,Hessen
AifosMed GmbH,,,0391 5560244,,"Leipziger Chaussee 53, 39120 Magdeburg",Magdeburg,Sachsen-Anhalt
Aigner Pflegedienst,info@aigner-pflegedienst.de,Sammelpostfach,08669 909750,http://www.aigner-pflegedienst.de,"Kreuzbergstr. 3 , 83365 Nußdorf/Sondermoning",Nußdorf/Sondermoning,Bayern
Aimable Pflegedienst GmbH Ambulante Intensivpflege,info@aimable-pflege.de,Sammelpostfach,0228 68969501,,"Christian-Lassen-Str. 9, 53117 Bonn",Bonn,Nordrhein-Westfalen
AIMAcare GmbH   Amb. Intensivpflegedienst,,,,,"Tannenweg 6 // OT Gersheim , 97950 Großrinderfeld",Großrinderfeld,Bayern
AIN - Außerklinische  Intensivpflege Nürnberg GmbH,gf@ain.team,Persönlich,0911 23739042,,"Happurger Str. 132 , 90482 Nürnberg",Nürnberg,Bayern
AINZ GbR ambulanter Pflegedienst,info@ainz.care,Sammelpostfach,034202 996002,,"Eilenburger Chaussee 66, 04509 Delitzsch",Delitzsch,Thüringen
AIP - Ambulante Individuelle Pflege,aip.pflege@aol.de,Persönlich,05722 9547719,http://www.aip-ambulante-pflege.de,"Bornbrink 6, 31675 Bückeburg",Bückeburg,Niedersachsen
AIP Ambulante Intensivpflege GmbH,mail@aip-intensivpflege.de,Sammelpostfach,040 63609885,,"Geibelstr. 56, 22303 Hamburg",Hamburg,Hamburg
A.i.P. Ambulante und individuelle Pflege GmbH,,,07121 9097330,,"Ferdinand-Lassalle-Str. 18, 72770 Reutlingen",Reutlingen,Baden-Württemberg
AIP Care GmbH,kontakt@aip-care.de,Sammelpostfach,02327 6895156,http://www.aip-care.de,"Gertrudisstraße 19, 44866 Bochum",Bochum,Nordrhein-Westfalen
AIP C - R GmbH Ambulante Intensivpflege,info.aipnrw@t-online.de,Sammelpostfach,02305 5496448,,"Bahnhofstr. 36, 44575 Castrop-Rauxel",Castrop-Rauxel,Nordrhein-Westfalen
AIPD Sanis,,,05361 3793448,,"Klauskamp 1, 38444 Wolfsburg",Wolfsburg,Niedersachsen
A & I Pflege UG,,,02524 6019880,,"Bahnhofstr. 24, 59320 Ennigerloh",Ennigerloh,Nordrhein-Westfalen
AIP GmbH,,,0208 63493341,,"Kantstr. 17, 46145 Oberhausen",Oberhausen,Nordrhein-Westfalen
AIP GmbH Niederlassung Kiel,kiel@aip-intensivpflege.de,Persönlich,0431 2394066,http://www.aip-intensivpflege.de,"Feldstr. 18, 24105 Kiel",Kiel,Schleswig-Holstein
AIP Lux GmbH,info@aip-lux.de,Sammelpostfach,06022 2749504,,"Bachstr. 10 , 63785 Obernburg/Main",Obernburg/Main,Hessen
AIP Lux - NRW GmbH,Franziska.Lux@aip-lux.de,Persönlich,02368 9609277,,"Stimbergstr. 100, 45739 Oer-Erkenschwick",Oer-Erkenschwick,Nordrhein-Westfalen
AIP Phönix Justine Reese Ambulanter Pflegedienst,,,,,"Hauptstr. 79, 57644 Hattert",Hattert,Nordrhein-Westfalen
AIRCARE Intensiv- und Beatmungspflege GmbH,info@gezeitenland-intensiv.de,Sammelpostfach,02505 8090,,"Billerbecker Str. 28, 48341 Altenberge",Altenberge,Nordrhein-Westfalen
Airhome Intensivpflege GmbH,kontakt@airhome-intensivpflege.de,Sammelpostfach,02402 7666293,,"Neustr. 8, 52249 Eschweiler",Eschweiler,Nordrhein-Westfalen
Air Intensiv & Beatmungs WG GmbH Intensivpflegedienst ambulant,,,069 21084641,,"Gartenstr. 6, 60594 Frankfurt",Frankfurt,Hessen
AIR Kranken- und Intensivpflege,info@air-pflege.de,Sammelpostfach,03528 4556612,,"Rödertalstraße 56 a, 01454 Radeberg",Radeberg,Sachsen
AIR-Leben Intensivpflege GmbH,intensivpflege@air-leben.com,Persönlich,0941 94675507,,"An der Hasler Zell 5 , 93128 Regenstauf",Regenstauf,Bayern
AIR - Leben Weaning GmbH,kontakt@air-leben.com,Sammelpostfach,0941 4024330,,"An der Hasler Zell 5 , 93128 Regenstauf",Regenstauf,Bayern
AirVita AIP GmbH,airvita-aip@web.de,Persönlich,02735 7633985,,"Frankfurter Str. 8, 57290 Neunkirchen",Neunkirchen,Nordrhein-Westfalen
air vital Kranken- und Intensivpflege GmbH (Münster),info@airvital.info,Sammelpostfach,02501 9639036,http://www.arivital.info,"Westfalenstraße 176, 48165 Münster",Münster,Nordrhein-Westfalen
air vital Kranken- und Intensivpflege GmbH (Beckum),beckum@airvital.info,Persönlich,02521 12105,,"Holtmarweg 18, 59269 Beckum",Beckum,Nordrhein-Westfalen
AISB GmbH Pflegedienst,,,06131 6931930,,"Nestlestr. 41, 55120 Mainz",Mainz,Rheinland-Pfalz
aiutanda ambulanter Pflegedienst Landshut,ambulanterpflegedienst.landshut@aiutanda-pflegebienen.de,Persönlich,0871 43067500,http://www.aiutanda.de,"Innere Münchener Str. 53 , 84036 Landshut",Landshut,Bayern
aiutanda Bergisch Land GmbH,info@busch-ewe.de,Sammelpostfach,0202 760775,https://www.busch-ewe.de,"Am Ringelbusch 1-3, 42113 Wuppertal",Wuppertal,Nordrhein-Westfalen
Aiutanda mobil Cottbus,info@aiutanda-sachsen.de,Sammelpostfach,0355 86686790,,"Ostrower Damm 8, 03046 Cottbus",Cottbus,Brandenburg
aiutanda OPTIMEDIC GmbH,pflege@optimedic.de,Sammelpostfach,04106 773344,http://www.optimedic.de,"Harksheider Weg 115b, 25451 Quickborn",Quickborn,Schleswig-Holstein
aiutanda Pflegebienen Ambulanter Pflegedienst Sondershausen,willkommen@aiutanda-pflegebienen.de,Persönlich,03632 6679622,,"Burgstraße 13, 99706 Sondershausen",Sondershausen,Thüringen
aiutanda Pflegebienen Bautzen,info-bautzen@aiutanda-pflegebienen.de,Sammelpostfach,03591 3163680,,"Töpferstraße 37, 02625 Bautzen",Bautzen,Sachsen
"Aiutanda Pflegebienen Burg
Ambulanter Pflegedienst",info@aiutanda-pflegebienen.de,Sammelpostfach,03921 4820200,,"Brüderstraße 27, 39288 Burg",Burg,Sachsen-Anhalt
aiutanda Rhein-Ruhr GmbH,rhein-ruhr@aiutanda.de,Persönlich,02156 4849420,https://www.auitanda.de,"Jakob-Krebs-Str. 124b, 47877 Willich",Willich,Nordrhein-Westfalen
aiutanda Westerwald GmbH,,,02684 977599,,"Im Bruch 1, 56305 Puderbach",Puderbach,Rheinland-Pfalz
aiutanda Westfalen ambulante Pflege,denis.schalk@aiutanda.de,Persönlich,01511 2378010,,"Schwarzenbrinker Straße 110, 32758 Detmold",Detmold,Nordrhein-Westfalen
A & J Ambulanter Pflegedienst,,,05071 9990349,,"Hauptstraße 24, 29690 Schwarmstedt",Schwarmstedt,Niedersachsen
AKA Ambulante Kranken- und Altenpflege,aka.bobingen@t-online.de,Persönlich,08234 7363,http://www.aka-bobingen.de,"Donaustr. 4 , 86399 Bobingen",Bobingen,Bayern
"AKA - Ambulante Kranken- und Altenpflege ""Rhein-Ruhr""",Karin.kuhlmann@aka-rhein-ruhr.de,Persönlich,02323 17970,,"Bochumer Str. 16, 44623 Herne",Herne,Nordrhein-Westfalen
aka - ambulante Kranken- und Altenpflege Schultz GmbH & Co KG,info@aka-schultz.de,Sammelpostfach,08679 5656,,"Döblstraße 4 , 84547 Emmerting",Emmerting,Bayern
AKA Monika Kirnich  GmbH & Co.KG,info@aka-kirnich.de,Sammelpostfach,08671 5600,http://www.aka-kirnich.de,"Weiß-Ferdl-Str. 10 , 84503 Altötting",Altötting,Bayern
AKAP (Ambulanter Kranken- & Altenpflegedienst) Micheline Schwarz,schwarz.marie@lycos.de,Persönlich,0211 1640561,,"Worringer Platz 18, 40210 Düsseldorf",Düsseldorf,Nordrhein-Westfalen
A-K-A Pflegedienst,teamambulant@web.de,Persönlich,09502 926776,http://www.pflege-bernhardt-frensdorf.de,"Zum Alten Berg 22-24 , 96158 Frensdorf",Frensdorf,Bayern
AKA-Pflegedienst GmbH,info@aka-pflegedienst.de,Sammelpostfach,04521 709900,,"Elisabethstraße 30, 23701 Eutin",Eutin,Schleswig-Holstein
aka Pflegedienst Ihn. Y. Arslan e. K.,info@aka-arslan.com,Sammelpostfach,040 7399030,,"Lohbrügger Landstr. 80-82, 21031 Hamburg",Hamburg,Hamburg
AKAP GmbH Ambulante Kranken-   & Altenpflege,,,07852 936117,,"Am Giesen 17, 77731 Willstätt",Willstätt,Baden-Württemberg
AKAP-Pflegedienst GmbH,,,07121 98660,,"Am Heilbrunnen 50, 72766 Reutlingen",Reutlingen,Baden-Württemberg
AKA Seniorenbetreuung &  Pflegedienst GbR,aka-pflegedienst@arcor.de,Persönlich,0341 2273114,,"Ahornstraße 8, 04329 Leipzig",Leipzig,Sachsen
AKA Team GbR Ambulante Kranken- und Altenpflege,,,07462 8035,,"Schützenstr. 6, 78234 Engen",Engen,Baden-Württemberg
AKA Team GmbH,info@akateam-online.com,Sammelpostfach,07462 8035,,"Schwarzwaldstr. 48, 78194 Immendingen",Immendingen,Baden-Württemberg
AKB - Ambulante Kompetente Betreuung GmbH,gilavo@gmx.de,Persönlich,030 65261991,http://akb-ambulanter-pflegedienst.de,"Wilhelminenhofstr. 24, 12459 Berlin",Berlin,Berlin
AKB Dodenhoff  Ambulanter Pflegedienst GmbH,info@akb-pflegedienst.de,Sammelpostfach,089 9452055140,https://akb-pflegedienst.de,"Albert-Schweitzer-Sr. 66 , 81735 München",München,Bayern
AKB Elke Dodenhoff GmbH,edodenhoff@akb-pflegedienst.de,Persönlich,089 452055110,http://www.akb-pflegedienst.de,"Stefan-George-Ring 23 , 81929 München",München,Bayern
AKB Pflegezentrum GmbH & Co.KG,,,040 60009270,,"Bramfelder Chaussee 41, 22177 Hamburg",Hamburg,Hamburg
AKB Sozialdienstleistungs GmbH Bassum Ambulanter Pflegedienst mit Herz,johannesoltmanns1986@outlook.de,Persönlich,04241 9211610,,"Sulinger Straße 10-12, 27211 Bassum",Bassum,Niedersachsen
